order_id,customer,amount,date,status
ORD-004564,Michael Miller,37.28,2024-05-29,shipped
ORD-004565,Joseph Garcia,1907.03,2024-07-14,shipped
ORD-004566,Richard Smith,830.54,2023-03-18,shipped
ORD-004567,Thomas Garcia,1090.09,2024-05-14,shipped
ORD-004568,Joseph Brown,28708.36,2023-10-16,shipped
ORD-004569,Thomas Miller,925.87,2023-05-20,pending
ORD-004570,David Johnson,360.21,2024-10-23,delivered
ORD-004571,Sarah Jones,1759.85,2023-08-02,shipped
ORD-004572,Patricia Martinez,733.43,2024-09-25,delivered
ORD-004573,Linda Garcia,1669.81,2023-02-14,shipped
ORD-004574,Patricia Johnson,1407.96,2023-01-21,shipped
ORD-004575,Thomas Davis,834.04,2023-06-14,pending
ORD-004576,Karen Davis,676.37,2023-05-27,delivered
ORD-004577,Linda Jones,388.19,2023-10-09,delivered
ORD-004578,John Smith,951.23,2024-09-07,shipped
ORD-004579,William Miller,865.86,2023-04-28,cancelled
ORD-004580,Richard Rodriguez,39926.59,2023-07-03,delivered
ORD-004581,Charles Jones,459.1,2023-07-16,delivered
ORD-004582,Richard Miller,1045.02,2023-05-23,shipped
ORD-004583,Barbara Martinez,233.87,2023-02-08,pending
ORD-004584,Linda Rodriguez,1886.23,2023-05-02,shipped
ORD-004585,Linda Rodriguez,20355.09,2024-03-23,delivered
ORD-004586,Patricia Martinez,879.47,2023-07-31,cancelled
ORD-004587,Jennifer Williams,1678.48,2023-01-16,delivered
ORD-004588,Jessica Garcia,1510.86,2023-09-24,delivered
ORD-004589,David Garcia,814.27,2024-02-23,cancelled
ORD-004590,Sarah Jones,1290.43,2024-11-19,cancelled
ORD-004591,Mary Davis,56.76,2023-04-03,delivered
ORD-004592,Sarah Garcia,1819.25,2023-12-17,cancelled
ORD-004593,Karen Rodriguez,294.52,2023-11-16,pending
ORD-004594,Susan Martinez,303.16,2024-08-01,pending
ORD-004595,Karen Martinez,1244.2,2024-02-12,shipped
ORD-004596,Thomas Davis,596.72,2023-11-19,pending
ORD-004597,Charles Johnson,1459.61,2024-02-24,cancelled
ORD-004598,David Johnson,712.53,2023-02-03,delivered
ORD-004599,Linda Williams,353.08,2023-07-21,delivered
ORD-004600,Elizabeth Brown,1262.48,2024-03-28,shipped
ORD-004601,Karen Garcia,1269.05,2024-05-08,shipped
ORD-004602,Jennifer Davis,348.62,2024-05-29,cancelled
ORD-004603,Susan Rodriguez,1583.56,2023-11-27,pending
ORD-004604,Karen Smith,519.27,2024-09-28,delivered
ORD-004605,Patricia Johnson,607.54,2024-02-24,pending
ORD-004606,Robert Brown,344.65,2023-11-19,cancelled
ORD-004607,Richard Miller,818.85,2024-05-25,delivered
ORD-004608,Barbara Smith,743.87,2023-10-18,pending
ORD-004609,Charles Rodriguez,346.48,2023-08-01,delivered
ORD-004610,Linda Garcia,1056.38,2023-02-04,cancelled
ORD-004611,Jessica Brown,1346.53,2023-06-28,pending
ORD-004612,Joseph Davis,1538.78,2023-12-04,pending
ORD-004613,Karen Miller,1953.55,2024-11-11,shipped
ORD-004614,Richard Williams,218.1,2024-08-05,shipped
ORD-004615,Thomas Williams,1506.86,2023-03-12,shipped
ORD-004616,Jessica Brown,449.58,2024-03-12,delivered
ORD-004617,Charles Martinez,1674.88,2024-03-13,cancelled
ORD-004618,Michael Brown,1411.21,2023-07-07,shipped
ORD-004619,Robert Brown,222.18,2023-08-07,pending
ORD-004620,James Williams,1248.74,2023-02-19,delivered
ORD-004621,Barbara Garcia,39.8,2023-12-07,pending
ORD-004622,Jessica Jones,708.72,2023-06-25,shipped
ORD-004623,Jennifer Davis,261.18,2024-06-12,shipped
ORD-004624,Patricia Williams,1286.56,2024-11-27,cancelled
ORD-004625,James Jones,579.55,2023-05-28,pending
ORD-004626,William Jones,513.87,2024-01-04,shipped
ORD-004627,Elizabeth Miller,1454.11,2024-03-19,cancelled
ORD-004628,Richard Rodriguez,916.52,2023-05-10,delivered
ORD-004629,Jennifer Rodriguez,640.16,2023-08-23,cancelled
ORD-004630,William Jones,904.05,2024-10-10,pending
ORD-004631,Michael Williams,1473.98,2024-04-01,delivered
ORD-004632,Linda Smith,983.2,2023-02-05,shipped
ORD-004633,Susan Garcia,1111.06,2024-11-08,shipped
ORD-004634,David Garcia,114.48,2024-09-11,cancelled
ORD-004635,Joseph Garcia,285.58,2023-02-03,pending
ORD-004636,Michael Brown,1602.04,2024-04-17,delivered
ORD-004637,Richard Brown,1100.84,2024-09-10,delivered
ORD-004638,Joseph Johnson,643.12,2024-07-27,delivered
ORD-004639,Jessica Davis,748.62,2024-10-09,cancelled
ORD-004640,Charles Rodriguez,9858.61,2024-08-27,pending
ORD-004641,Thomas Rodriguez,1769.28,2023-10-15,cancelled
ORD-004642,William Williams,1124.09,2023-06-15,pending
ORD-004643,David Johnson,1656.83,2023-02-19,pending
ORD-004644,Jennifer Williams,748.65,2024-09-17,cancelled
ORD-004645,Sarah Martinez,856.61,2023-12-28,pending
ORD-004646,Elizabeth Jones,1488.32,2023-03-06,pending
ORD-004647,Jessica Jones,1116.27,2023-12-05,pending
ORD-004648,Richard Davis,25669.82,2023-01-29,shipped
ORD-004649,Barbara Brown,1584.45,2023-08-30,pending
ORD-004650,Barbara Martinez,763.07,2024-06-01,cancelled
ORD-004651,James Miller,833.51,2024-04-04,cancelled
ORD-004652,Linda Smith,298.89,2023-04-10,pending
ORD-004653,James Martinez,194.79,2024-11-13,cancelled
ORD-004654,Patricia Rodriguez,608.78,2024-06-12,cancelled
ORD-004655,Jessica Smith,1213.99,2024-04-16,cancelled
ORD-004656,Richard Garcia,42707.01,2024-07-15,delivered
ORD-004657,Linda Davis,110.84,2023-01-20,cancelled
ORD-004658,Thomas Davis,1654.98,2024-04-03,pending
ORD-004659,John Garcia,769.9,2023-07-26,pending
ORD-004660,Thomas Davis,403.57,2024-08-12,cancelled
ORD-004661,Jennifer Martinez,1369.62,2023-09-26,shipped
ORD-004662,Mary Davis,327.27,2024-04-18,delivered
ORD-004663,William Rodriguez,651.24,2023-01-19,shipped
ORD-004664,Elizabeth Martinez,1344.2,2024-09-27,delivered
ORD-004665,Thomas Garcia,1204.63,2023-08-18,delivered
ORD-004666,John Jones,527.18,2023-08-19,pending
ORD-004667,Thomas Rodriguez,59.98,2023-09-07,delivered
ORD-004668,Barbara Davis,22054.22,2023-04-12,delivered
ORD-004669,Mary Miller,122.75,2023-02-19,shipped
ORD-004670,James Miller,1071.44,2024-06-28,shipped
ORD-004671,Mary Williams,414.82,2023-11-04,shipped
ORD-004672,William Johnson,1045.26,2023-04-22,delivered
ORD-004673,Susan Martinez,19949.5,2024-08-28,shipped
ORD-004674,Mary Jones,1438.29,2023-01-09,shipped
ORD-004675,Thomas Rodriguez,1738.12,2024-07-13,delivered
ORD-004676,Michael Rodriguez,1878.2,2023-07-08,cancelled
ORD-004677,Mary Davis,805.83,2024-05-30,cancelled
ORD-004678,Barbara Johnson,164.48,2023-04-19,delivered
ORD-004679,David Smith,1709.93,2024-07-22,cancelled
ORD-004680,Richard Miller,90.39,2024-04-02,shipped
ORD-004681,Linda Martinez,1001.62,2023-08-20,cancelled
ORD-004682,Mary Williams,602.86,2023-09-11,cancelled
ORD-004683,Mary Brown,9154.63,2023-11-03,pending
ORD-004684,Karen Miller,1820.75,2023-08-07,shipped
ORD-004685,Richard Smith,858.58,2023-04-01,delivered
ORD-004686,Jennifer Martinez,1257.79,2023-04-04,cancelled
ORD-004687,Richard Smith,1421.39,2024-08-06,cancelled
ORD-004688,Thomas Smith,430.46,2024-01-18,pending
ORD-004689,Karen Jones,570.82,2024-11-29,cancelled
ORD-004690,Robert Miller,36.29,2023-05-30,shipped
ORD-004691,Jennifer Brown,933.74,2024-07-19,pending
ORD-004692,Charles Johnson,988.22,2023-03-15,delivered
ORD-004693,Joseph Davis,10.37,2024-03-02,delivered
ORD-004694,Elizabeth Jones,984.77,2023-02-28,delivered
ORD-004695,Charles Williams,1704.36,2024-04-12,shipped
ORD-004696,Richard Williams,1937.23,2024-01-31,pending
ORD-004697,Barbara Brown,1960.33,2024-05-09,delivered
ORD-004698,Elizabeth Martinez,1250.48,2024-05-13,pending
ORD-004699,David Brown,548.77,2024-11-23,pending
ORD-004700,Joseph Johnson,31004.35,2023-03-04,pending
ORD-004701,Karen Rodriguez,178.45,2024-04-18,delivered
ORD-004702,William Brown,833.27,2024-07-03,pending
ORD-004703,William Johnson,1436.51,2023-04-23,shipped
ORD-004704,Sarah Davis,21102.13,2024-09-19,cancelled
ORD-004705,James Rodriguez,1701.98,2023-01-03,cancelled
ORD-004706,Sarah Williams,14059.46,2024-04-03,pending
ORD-004707,Elizabeth Garcia,1442.83,2023-07-02,pending
ORD-004708,Sarah Davis,1235.9,2024-07-30,cancelled
ORD-004709,Richard Brown,1139.82,2024-07-04,shipped
ORD-004710,Michael Smith,1232.81,2024-08-25,pending
ORD-004711,James Davis,898.38,2023-10-02,shipped
ORD-004712,Michael Johnson,1309.6,2024-04-04,pending
ORD-004713,Sarah Smith,137.81,2023-09-07,shipped
ORD-004714,Barbara Martinez,1226.12,2023-09-17,cancelled
ORD-004715,Patricia Garcia,195.65,2023-02-13,shipped
ORD-004716,Susan Jones,344.32,2023-07-17,shipped
ORD-004717,John Davis,1807.78,2023-10-07,delivered
ORD-004718,Thomas Davis,352.18,2024-08-03,shipped
ORD-004719,Robert Rodriguez,1954.08,2023-11-02,delivered
ORD-004720,Karen Martinez,1682.56,2023-07-25,delivered
ORD-004721,Richard Rodriguez,1819.26,2024-04-18,cancelled
ORD-004722,Thomas Rodriguez,1888.16,2024-03-16,pending
ORD-004723,Michael Martinez,42572.08,2024-05-14,cancelled
ORD-004724,Linda Johnson,1812.15,2023-08-21,shipped
ORD-004725,Jessica Williams,713.81,2024-05-19,shipped
ORD-004726,Karen Jones,1447.16,2023-02-23,shipped
ORD-004727,Elizabeth Jones,1301.2,2024-03-27,shipped
ORD-004728,David Smith,1347.54,2023-04-24,pending
ORD-004729,William Jones,1395.0,2023-05-06,delivered
ORD-004730,Thomas Williams,111.8,2024-06-20,cancelled
ORD-004731,John Brown,1125.91,2024-07-19,pending
ORD-004732,Elizabeth Smith,1175.11,2024-08-26,delivered
ORD-004733,Joseph Smith,140.54,2024-07-24,pending
ORD-004734,Robert Miller,1161.93,2023-06-04,shipped
ORD-004735,Linda Jones,480.04,2023-04-08,cancelled
ORD-004736,Thomas Garcia,145.13,2023-07-31,shipped
ORD-004737,Linda Williams,564.46,2023-06-24,cancelled
ORD-004738,Joseph Garcia,1997.75,2024-04-23,shipped
ORD-004739,Joseph Davis,495.02,2024-04-17,shipped
ORD-004740,Jessica Jones,1601.37,2024-01-23,delivered
ORD-004741,Karen Rodriguez,643.23,2024-05-30,cancelled
ORD-004742,Elizabeth Williams,556.57,2023-04-24,cancelled
ORD-004743,Patricia Davis,994.64,2024-03-16,cancelled
ORD-004744,James Johnson,1727.51,2024-03-16,cancelled
ORD-004745,John Martinez,668.88,2024-06-21,pending
ORD-004746,John Garcia,975.22,2023-04-09,shipped
ORD-004747,Patricia Williams,1863.14,2024-01-19,shipped
ORD-004748,James Davis,756.87,2024-06-03,pending
ORD-004749,John Garcia,513.18,2024-04-29,pending
ORD-004750,Thomas Jones,197.25,2023-07-21,delivered
ORD-004751,Elizabeth Jones,501.49,2023-11-06,shipped
ORD-004752,Patricia Martinez,1756.87,2023-12-11,cancelled
ORD-004753,Thomas Garcia,156.56,2024-01-23,pending
ORD-004754,Mary Williams,717.5,2023-09-11,shipped
ORD-004755,Joseph Davis,751.5,2023-03-22,shipped
ORD-004756,Richard Jones,363.24,2024-07-27,shipped
ORD-004757,Elizabeth Smith,1903.85,2023-01-23,shipped
ORD-004758,Jessica Smith,1133.03,2023-03-09,pending
ORD-004759,Karen Davis,1244.56,2024-02-08,pending
ORD-004760,Richard Brown,796.76,2024-01-26,cancelled
ORD-004761,David Garcia,666.17,2023-10-29,cancelled
ORD-004762,Thomas Johnson,27749.16,2024-09-25,cancelled
ORD-004763,Barbara Garcia,289.39,2023-01-19,delivered
ORD-004764,Thomas Davis,833.64,2024-04-30,delivered
ORD-004765,Elizabeth Davis,1437.08,2023-03-31,shipped
ORD-004766,Elizabeth Miller,1921.74,2023-12-02,delivered
ORD-004767,Joseph Jones,1158.39,2024-10-19,pending
ORD-004768,Karen Martinez,1680.54,2023-09-25,cancelled
ORD-004769,Karen Johnson,838.71,2023-11-10,delivered
ORD-004770,Thomas Smith,1836.4,2024-08-02,shipped
ORD-004771,Barbara Brown,230.42,2023-08-19,pending
ORD-004772,William Davis,396.48,2024-10-30,pending
ORD-004773,Mary Garcia,1122.73,2023-08-03,cancelled
ORD-004774,Patricia Davis,889.77,2023-06-29,shipped
ORD-004775,David Martinez,100.15,2023-11-22,pending
ORD-004776,James Garcia,265.39,2024-07-10,shipped
ORD-004777,Patricia Davis,549.76,2024-11-05,delivered
ORD-004778,Jessica Garcia,957.03,2023-10-15,delivered
ORD-004779,Mary Rodriguez,1485.89,2024-04-27,pending
ORD-004780,Joseph Jones,1152.85,2024-07-17,delivered
ORD-004781,Sarah Rodriguez,37366.39,2024-09-14,pending
ORD-004782,Patricia Williams,606.95,2024-04-27,cancelled
ORD-004783,Elizabeth Martinez,512.66,2023-08-02,pending
ORD-004784,Jessica Jones,1195.5,2024-09-13,cancelled
ORD-004785,Elizabeth Martinez,321.2,2024-09-23,pending
ORD-004786,Sarah Williams,57.8,2024-02-12,cancelled
ORD-004787,Jessica Rodriguez,222.22,2024-08-03,pending
ORD-004788,Thomas Miller,1745.81,2023-10-30,shipped
ORD-004789,Susan Brown,39.29,2024-01-03,shipped
ORD-004790,Joseph Martinez,604.53,2023-05-19,shipped
ORD-004791,John Martinez,1461.45,2023-01-16,shipped
ORD-004792,William Johnson,919.89,2023-08-31,pending
ORD-004793,Jessica Davis,1020.03,2024-07-11,shipped
ORD-004794,Mary Rodriguez,1157.75,2023-09-08,pending
ORD-004795,Karen Smith,1728.99,2023-06-16,cancelled
ORD-004796,Mary Smith,1680.65,2024-10-17,cancelled
ORD-004797,Michael Miller,272.57,2023-08-29,cancelled
ORD-004798,Robert Williams,396.49,2023-07-08,delivered
ORD-004799,Richard Martinez,1424.3,2024-08-12,delivered
ORD-004800,Joseph Miller,1196.43,2024-04-02,cancelled
ORD-004801,Barbara Rodriguez,1564.49,2023-09-16,shipped
ORD-004802,Linda Brown,1067.57,2023-07-21,delivered
ORD-004803,Richard Davis,1214.74,2023-08-27,shipped
ORD-004804,Jennifer Martinez,497.46,2024-08-24,delivered
ORD-004805,Jennifer Rodriguez,1262.38,2023-07-03,pending
ORD-004806,Elizabeth Miller,5255.88,2023-11-29,delivered
ORD-004807,Barbara Garcia,813.44,2023-05-31,shipped
ORD-004808,Susan Martinez,1717.0,2023-05-06,cancelled
ORD-004809,Joseph Garcia,1881.52,2023-12-11,cancelled
ORD-004810,Thomas Davis,43961.32,2024-09-01,delivered
ORD-004811,Robert Jones,1585.95,2024-09-25,cancelled
ORD-004812,Michael Williams,322.06,2023-10-10,pending
ORD-004813,James Jones,649.15,2024-04-23,pending
ORD-004814,Susan Johnson,1556.27,2023-05-15,shipped
ORD-004815,Elizabeth Miller,1893.33,2024-07-18,cancelled
ORD-004816,Patricia Garcia,1044.22,2023-01-19,cancelled
ORD-004817,Thomas Johnson,1159.71,2023-12-05,cancelled
ORD-004818,Joseph Garcia,1784.52,2023-10-01,shipped
ORD-004819,Mary Smith,37501.56,2023-06-04,cancelled
ORD-004820,Susan Martinez,494.73,2024-03-25,delivered
ORD-004821,Joseph Davis,1870.27,2024-10-07,pending
ORD-004822,Elizabeth Martinez,780.27,2023-11-20,shipped
ORD-004823,Linda Brown,592.92,2024-11-07,delivered
ORD-004824,Richard Rodriguez,1410.94,2023-03-23,shipped
ORD-004825,Mary Rodriguez,1044.05,2024-09-25,delivered
ORD-004826,David Williams,1205.84,2023-05-13,pending
ORD-004827,Mary Williams,1587.11,2023-04-25,pending
ORD-004828,Michael Brown,53.45,2023-10-09,shipped
ORD-004829,Thomas Miller,982.38,2024-08-03,pending
ORD-004830,Thomas Martinez,1265.1,2024-07-24,shipped
ORD-004831,Linda Martinez,1700.74,2023-06-12,cancelled
ORD-004832,Barbara Garcia,1066.03,2023-05-11,cancelled
ORD-004833,David Jones,1775.85,2024-04-27,pending
ORD-004834,Thomas Jones,1966.35,2024-10-25,delivered
ORD-004835,Karen Rodriguez,1617.12,2024-03-07,delivered
ORD-004836,Thomas Jones,1131.63,2023-04-30,pending
ORD-004837,Joseph Brown,1743.1,2024-09-30,cancelled
ORD-004838,Thomas Brown,261.19,2023-04-08,pending
ORD-004839,Linda Miller,1214.7,2023-11-15,delivered
ORD-004840,Joseph Jones,1055.09,2023-12-02,pending
ORD-004841,David Garcia,52.39,2024-05-30,pending
ORD-004842,James Garcia,923.59,2024-05-04,cancelled
ORD-004843,Barbara Brown,783.53,2024-11-10,pending
ORD-004844,Sarah Jones,677.02,2023-10-16,delivered
ORD-004845,Joseph Brown,29.09,2024-02-21,delivered
ORD-004846,Charles Brown,1205.6,2023-06-20,cancelled
ORD-004847,Robert Davis,912.78,2024-03-21,delivered
ORD-004848,Charles Brown,1805.32,2024-04-07,delivered
ORD-004849,Michael Brown,640.83,2023-03-19,shipped
ORD-004850,Elizabeth Brown,1210.82,2024-02-02,cancelled
ORD-004851,Sarah Miller,348.02,2023-05-06,cancelled
ORD-004852,Karen Johnson,1685.99,2024-11-25,delivered
ORD-004853,Jennifer Miller,110.39,2023-05-23,cancelled
ORD-004854,Elizabeth Brown,542.41,2024-11-06,shipped
ORD-004855,Patricia Johnson,230.35,2023-11-13,delivered
ORD-004856,John Brown,954.15,2024-08-01,shipped
ORD-004857,James Miller,1635.21,2023-09-21,shipped
ORD-004858,John Williams,345.75,2024-03-21,pending
ORD-004859,Jessica Williams,1931.29,2024-05-03,pending
ORD-004860,William Davis,1626.94,2023-11-25,cancelled
ORD-004861,William Johnson,498.76,2024-04-06,delivered
ORD-004862,Robert Rodriguez,320.15,2023-11-23,delivered
ORD-004863,Robert Jones,1591.05,2023-12-27,delivered
ORD-004864,James Garcia,965.45,2023-04-14,shipped
ORD-004865,Linda Miller,257.72,2023-03-13,delivered
ORD-004866,Joseph Smith,1912.32,2023-09-20,pending
ORD-004867,James Miller,970.57,2024-09-21,shipped
ORD-004868,James Martinez,513.98,2024-06-12,delivered
ORD-004869,Charles Davis,783.51,2024-09-29,delivered
ORD-004870,Karen Rodriguez,748.75,2023-02-22,delivered
ORD-004871,Mary Johnson,1290.58,2024-11-04,shipped
ORD-004872,David Williams,1774.22,2023-12-05,shipped
ORD-004873,Jessica Brown,269.31,2024-05-26,shipped
ORD-004874,Susan Garcia,1003.57,2023-02-12,shipped
ORD-004875,John Williams,504.87,2024-04-18,shipped
ORD-004876,Susan Brown,1995.88,2023-07-19,pending
ORD-004877,Linda Miller,939.01,2023-01-11,cancelled
ORD-004878,Karen Miller,219.69,2023-10-16,pending
ORD-004879,Elizabeth Garcia,555.96,2024-09-02,delivered
ORD-004880,Robert Williams,1322.9,2024-06-21,delivered
ORD-004881,Sarah Brown,1689.5,2024-07-25,cancelled
ORD-004882,William Johnson,674.33,2023-02-05,cancelled
ORD-004883,Joseph Rodriguez,1847.68,2023-08-13,shipped
ORD-004884,William Rodriguez,117.45,2023-11-30,cancelled
ORD-004885,Sarah Davis,76.6,2024-03-03,shipped
ORD-004886,Sarah Williams,1996.63,2024-09-19,pending
ORD-004887,Elizabeth Garcia,864.06,2024-07-13,shipped
ORD-004888,James Martinez,1286.15,2024-10-11,pending
ORD-004889,Thomas Martinez,881.15,2024-09-02,cancelled
ORD-004890,Elizabeth Brown,1778.14,2023-11-22,cancelled
ORD-004891,Mary Garcia,221.12,2024-10-04,cancelled
ORD-004892,Mary Davis,1921.07,2024-04-14,shipped
ORD-004893,John Garcia,1837.76,2023-04-15,cancelled
ORD-004894,Karen Miller,327.22,2023-08-02,pending
ORD-004895,Thomas Martinez,723.23,2023-11-14,cancelled
ORD-004896,Sarah Davis,1687.38,2023-10-29,delivered
ORD-004897,Michael Brown,1388.23,2024-01-29,pending
ORD-004898,William Williams,1585.09,2023-05-16,shipped
ORD-004899,Linda Jones,18883.23,2024-05-25,delivered
ORD-004900,Elizabeth Garcia,400.01,2024-07-14,cancelled
ORD-004901,Thomas Rodriguez,973.96,2024-03-01,cancelled
ORD-004902,Jennifer Johnson,403.21,2023-12-07,shipped
ORD-004903,James Smith,1991.5,2024-01-06,cancelled
ORD-004904,Mary Rodriguez,967.76,2024-02-27,pending
ORD-004905,Sarah Johnson,1272.3,2023-08-18,shipped
ORD-004906,Robert Davis,672.05,2024-09-02,pending
ORD-004907,Robert Miller,225.39,2023-06-29,pending
ORD-004908,Charles Williams,1863.21,2024-05-15,shipped
ORD-004909,Linda Smith,219.42,2023-01-18,delivered
ORD-004910,Jessica Johnson,1991.81,2024-09-10,shipped
ORD-004911,Barbara Miller,520.77,2023-09-18,cancelled
ORD-004912,Linda Rodriguez,1983.73,2023-07-25,delivered
ORD-004913,Thomas Johnson,1341.15,2024-03-22,pending
ORD-004914,Linda Davis,1065.22,2024-07-17,delivered
ORD-004915,Karen Smith,641.32,2024-01-19,shipped
ORD-004916,Susan Johnson,1319.2,2024-03-14,pending
ORD-004917,Richard Rodriguez,1963.0,2023-03-06,cancelled
ORD-004918,Barbara Davis,810.01,2024-02-21,pending
ORD-004919,Robert Brown,984.21,2023-11-29,delivered
ORD-004920,Patricia Johnson,1033.7,2023-01-12,delivered
ORD-004921,Patricia Martinez,25.86,2023-08-22,delivered
ORD-004922,Karen Garcia,590.09,2023-03-22,cancelled
ORD-004923,Jennifer Garcia,427.47,2023-09-14,shipped
ORD-004924,Charles Smith,641.76,2023-11-11,cancelled
ORD-004925,Robert Johnson,1751.88,2023-11-13,shipped
ORD-004926,Mary Davis,888.26,2023-10-31,pending
ORD-004927,Linda Smith,497.57,2023-08-20,delivered
ORD-004928,Jennifer Garcia,817.96,2023-04-08,pending
ORD-004929,Michael Brown,949.34,2023-02-25,shipped
ORD-004930,Richard Johnson,322.13,2024-08-12,cancelled
ORD-004931,James Jones,796.73,2024-08-23,cancelled
ORD-004932,Elizabeth Brown,8199.04,2023-08-27,shipped
ORD-004933,Barbara Williams,1365.85,2024-10-31,cancelled
ORD-004934,Joseph Williams,1716.19,2023-04-08,shipped
ORD-004935,Jennifer Martinez,1059.77,2023-07-01,pending
ORD-004936,Richard Martinez,1859.79,2023-08-02,delivered
ORD-004937,Susan Jones,1659.99,2024-05-09,cancelled
ORD-004938,William Rodriguez,1484.92,2023-01-29,pending
ORD-004939,Thomas Brown,71.0,2023-05-27,shipped
ORD-004940,James Johnson,1734.4,2023-09-24,delivered
ORD-004941,Charles Johnson,1894.38,2023-10-25,delivered
ORD-004942,William Garcia,203.42,2023-11-26,delivered
ORD-004943,Sarah Brown,995.33,2024-08-17,pending
ORD-004944,David Williams,936.78,2024-08-21,delivered
ORD-004945,Jessica Miller,737.52,2024-08-31,delivered
ORD-004946,David Jones,1640.11,2023-05-18,cancelled
ORD-004947,William Johnson,1571.84,2023-04-20,pending
ORD-004948,Barbara Brown,34.96,2023-12-09,shipped
ORD-004949,Richard Martinez,1779.29,2023-04-04,delivered
ORD-004950,Susan Rodriguez,762.28,2023-11-28,cancelled
ORD-004951,Michael Rodriguez,1599.39,2023-02-20,cancelled
ORD-004952,Jennifer Garcia,1149.42,2024-03-16,shipped
ORD-004953,Jennifer Martinez,1478.07,2023-02-07,delivered
ORD-004954,David Johnson,154.62,2024-06-15,delivered
ORD-004955,Linda Miller,1405.42,2024-07-19,shipped
ORD-004956,Karen Jones,1810.61,2024-10-03,delivered
ORD-004957,David Rodriguez,132.68,2024-01-27,shipped
ORD-004958,Elizabeth Williams,946.29,2023-02-13,cancelled
ORD-004959,Linda Smith,77.27,2023-08-05,cancelled
ORD-004960,Joseph Davis,1663.68,2024-09-03,shipped
ORD-004961,Sarah Miller,611.96,2024-05-15,shipped
ORD-004962,Robert Rodriguez,40415.07,2024-07-11,cancelled
ORD-004963,William Brown,318.91,2023-05-11,cancelled
ORD-004964,James Martinez,356.2,2023-10-30,cancelled
ORD-004965,Barbara Martinez,331.45,2023-01-12,shipped
ORD-004966,Linda Garcia,515.18,2023-04-28,pending
ORD-004967,Patricia Rodriguez,1151.16,2024-05-16,shipped
ORD-004968,Karen Jones,1776.84,2023-11-22,cancelled
ORD-004969,Jessica Johnson,1394.01,2024-10-03,shipped
ORD-004970,David Johnson,428.6,2024-02-20,cancelled
ORD-004971,Susan Garcia,1065.55,2023-09-28,cancelled
ORD-004972,Michael Smith,1480.64,2023-09-26,shipped
ORD-004973,Susan Jones,870.26,2024-02-21,pending
ORD-004974,Linda Rodriguez,1284.36,2024-08-07,delivered
ORD-004975,Mary Davis,1251.35,2024-02-29,shipped
ORD-004976,Charles Brown,810.67,2024-10-06,pending
ORD-004977,Elizabeth Johnson,865.28,2024-02-12,cancelled
ORD-004978,Jennifer Williams,1531.88,2024-11-13,delivered
ORD-004979,Jennifer Jones,522.88,2023-07-05,shipped
ORD-004980,Linda Martinez,315.86,2023-06-09,cancelled
ORD-004981,Jessica Johnson,161.88,2023-08-10,shipped
ORD-004982,Jennifer Miller,304.85,2024-01-15,pending
ORD-004983,Linda Rodriguez,1303.99,2024-10-04,shipped
ORD-004984,Elizabeth Rodriguez,254.2,2023-05-31,shipped
ORD-004985,Thomas Garcia,1180.32,2024-01-15,pending
ORD-004986,Mary Martinez,969.46,2023-08-20,delivered
ORD-004987,James Rodriguez,1567.36,2023-11-29,delivered
ORD-004988,Karen Garcia,1550.81,2024-07-13,delivered
ORD-004989,William Rodriguez,527.87,2024-01-17,shipped
ORD-004990,Barbara Williams,14.6,2024-01-04,pending
ORD-004991,Thomas Johnson,106.3,2024-05-27,cancelled
ORD-004992,Michael Davis,505.11,2024-01-25,cancelled
ORD-004993,William Rodriguez,1163.49,2023-01-10,cancelled
ORD-004994,Mary Martinez,1113.66,2023-02-08,delivered
ORD-004995,Karen Garcia,1095.09,2024-07-12,delivered
ORD-004996,William Williams,1712.72,2023-06-13,pending
ORD-004997,Patricia Miller,947.81,2023-04-23,cancelled
ORD-004998,John Garcia,29815.82,2023-12-12,delivered
ORD-004999,Sarah Davis,381.51,2024-08-10,cancelled
ORD-005000,Karen Smith,416.66,2024-11-24,shipped
ORD-005001,Charles Smith,651.94,2023-08-10,delivered
ORD-005002,John Smith,83.86,2023-05-17,shipped
ORD-005003,Susan Brown,110.2,2023-05-01,shipped
ORD-005004,Richard Miller,1728.84,2024-03-31,pending
ORD-005005,Jennifer Rodriguez,231.47,2024-03-21,cancelled
ORD-005006,Jennifer Jones,1626.12,2023-10-15,delivered
ORD-005007,Barbara Johnson,197.72,2024-11-15,shipped
ORD-005008,Mary Brown,1050.85,2024-01-01,shipped
ORD-005009,Charles Brown,1030.28,2023-03-17,pending
ORD-005010,David Smith,1473.84,2023-04-11,delivered
ORD-005011,Linda Jones,518.75,2024-01-31,shipped
ORD-005012,Thomas Martinez,1851.09,2024-11-21,cancelled
ORD-005013,Jennifer Smith,1113.14,2023-06-07,cancelled
ORD-005014,Joseph Smith,1192.35,2024-07-02,shipped
ORD-005015,Robert Williams,962.47,2023-03-01,cancelled
ORD-005016,Michael Brown,364.06,2024-01-24,pending
ORD-005017,Jessica Garcia,1707.96,2024-02-16,cancelled
ORD-005018,David Brown,33119.37,2023-06-25,delivered
ORD-005019,James Martinez,1731.88,2024-10-16,cancelled
ORD-005020,Richard Martinez,264.41,2023-03-28,pending
ORD-005021,James Garcia,35.74,2024-12-01,delivered
ORD-005022,David Williams,633.99,2024-02-04,cancelled
